update,overall_cos_sim,overall_policy_norm,overall_value_norm,stem_cos_sim,stem_policy_norm,stem_value_norm,blocks_0_3_cos_sim,blocks_0_3_policy_norm,blocks_0_3_value_norm,blocks_4_7_cos_sim,blocks_4_7_policy_norm,blocks_4_7_value_norm,blocks_8_11_cos_sim,blocks_8_11_policy_norm,blocks_8_11_value_norm,blocks_12_15_cos_sim,blocks_12_15_policy_norm,blocks_12_15_value_norm
704,-0.4263076186180115,2.458686351776123,1.8159927129745483,-0.4783674478530884,0.7772607803344727,0.7412261962890625,-0.46865367889404297,1.9554777145385742,1.4514695405960083,-0.42960458993911743,0.9005796909332275,0.63315749168396,-0.22133022546768188,0.6240050792694092,0.3526211082935333,-0.018126117065548897,0.6455115675926208,0.34120264649391174
768,0.5604246854782104,1.7229708433151245,1.4117424488067627,0.7889817953109741,0.6299453973770142,0.6581373810768127,0.5851238965988159,1.3143311738967896,1.1088052988052368,0.4591326415538788,0.6344692707061768,0.4295262098312378,0.30813467502593994,0.4719303548336029,0.2713914215564728,0.1490592062473297,0.46804019808769226,0.2688431739807129
832,0.43196237087249756,2.914440870285034,2.842245578765869,0.4181293249130249,1.3530482053756714,1.2042691707611084,0.46146687865257263,2.3469555377960205,2.380906105041504,0.3844522535800934,0.8207411766052246,0.8705227375030518,0.18277572095394135,0.5090398788452148,0.3642142415046692,0.07821410149335861,0.4714733064174652,0.2625272274017334
896,0.33881521224975586,1.3404508829116821,1.5539604425430298,0.40091824531555176,0.4028138220310211,0.7008200287818909,0.407492458820343,1.1024059057235718,1.2715319395065308,0.1347392350435257,0.46624016761779785,0.41880881786346436,-0.03928548842668533,0.3254901170730591,0.26914307475090027,-0.01984494924545288,0.30972108244895935,0.24292388558387756
960,0.04306694492697716,1.2975633144378662,1.9081172943115234,-0.20334646105766296,0.42401203513145447,0.7173035740852356,0.06846509873867035,1.0193219184875488,1.4972773790359497,0.09192536771297455,0.47657307982444763,0.7477931976318359,0.12957264482975006,0.3613487780094147,0.4741322696208954,0.08693838119506836,0.32737162709236145,0.31709855794906616
1024,0.49996012449264526,2.897010564804077,2.6213951110839844,0.553743839263916,1.1222747564315796,0.9920293092727661,0.5111558437347412,2.354165554046631,2.069206476211548,0.5447295308113098,0.955947756767273,1.04082190990448,0.319161593914032,0.5955054759979248,0.6063317060470581,0.1480122059583664,0.5679899454116821,0.39373496174812317
1088,0.8353703618049622,2.232717275619507,9.38200569152832,0.8871100544929504,0.947137713432312,3.91365385055542,0.8482270836830139,1.7942827939987183,7.539855003356934,0.83482825756073,0.7509225010871887,3.4657838344573975,0.6391468048095703,0.42044520378112793,1.7363775968551636,0.29441604018211365,0.3575573265552521,0.9106452465057373
1152,-0.0336681567132473,1.3840757608413696,1.744760274887085,-0.14020146429538727,0.4572821855545044,0.6878499984741211,-0.04395059868693352,1.1188886165618896,1.3604880571365356,0.05556541681289673,0.4698779284954071,0.6991328001022339,0.06649187952280045,0.35053005814552307,0.41600075364112854,0.021736834198236465,0.33315205574035645,0.24141140282154083
1216,0.21835783123970032,1.6125857830047607,1.5828639268875122,0.36913812160491943,0.4929267168045044,0.7033361792564392,0.23543015122413635,1.3015179634094238,1.2080539464950562,0.1323758214712143,0.5518420934677124,0.5789609551429749,0.06011004000902176,0.4226582944393158,0.3691892921924591,0.06282531470060349,0.42466166615486145,0.2826409935951233
1280,-0.03750908747315407,2.0227441787719727,2.626518964767456,-0.26544198393821716,0.6796178817749023,1.0865604877471924,0.002704850398004055,1.5875872373580933,2.11360239982605,-0.0233044121414423,0.7842918634414673,0.9565960168838501,0.0032001379877328873,0.5285940766334534,0.49535107612609863,0.030949948355555534,0.46330854296684265,0.3003752827644348
